;Perm State University, Perm, Russia, 614990;;;;
2814;11;13;0.0189;56.2405014;33.1006012
2815;11;13;0.0116968;56.2417984;32.57979965
2816;11;13;0.00891741;56.24380112;32.58029938
2817;11;13;0.073799998;56.24520111;33.12070084
2818;11;13;0.00360001;56.24489975;33.13130188
2819;11;13;0.00449999;56.24560165;33.11320114
2820;11;13;0.00989999;56.24649811;33.13420105
2821;11;13;0.0233761;56.24950027;33.10169983
2822;11;13;0.0027;56.24969864;33.14089966
2823;11;13;0.053100001;56.25279999;33.104599
2824;11;13;0.00629999;56.25189972;33.10929871
2825;11;13;0.00301565;56.25260162;33.09579849
2826;11;13;0.0036;56.25270081;33.10179901
2827;11;13;0.036899999;56.25419998;33.01670074
2828;11;13;0.00360001;56.25329971;33.13359833
2829;11;13;0.00270001;56.25329971;33.10200119
2830;11;13;0.00359999;56.25360107;33.02059937
2831;11;13;0.00234665;56.25400162;33.13290024
2832;11;13;0.00269999;56.25400162;33.01929855
2833;11;13;0.00332408;56.25439835;33.12810135
2834;11;13;0.00209502;56.25460052;33.12620163
2835;11;13;0.0027;56.25479889;33.09820175
2836;11;13;0.00360001;56.25550079;33.10359955
2837;11;13;0.047699999;56.25680161;33.01119995
2838;11;13;0.0027;56.25619888;33.11100006
2839;11;13;0.00359999;56.25680161;33.01779938
2840;11;13;0.0054;56.25709915;33.10219955
2841;11;13;0.0202475;56.25939941;33.10329819
2842;11;13;0.017100001;56.26029968;33.10580063
2843;11;13;0.0027;56.26029968;33.11270142
2844;11;13;0.054900002;56.26229858;33.11309814
2845;11;13;0.0027;56.26100159;33.10390091
2846;11;13;0.0027;56.26190186;32.99950027
2847;11;13;0.068087898;56.26390076;33.09280014
2848;11;13;0.00641979;56.26440048;33.07939911
2849;11;13;0.0036;56.26459885;33.09560013
2850;11;13;0.00900001;56.26789856;33.09189987
2851;11;13;0.0027;56.26959991;32.6609993
2852;11;13;0.0117;56.27109909;32.65710068
2853;11;13;0.00269999;56.27130127;33.06740189
2854;11;13;0.0297;56.27270126;33.06710052
2855;11;13;0.043200001;56.27410126;32.65209961
2856;11;13;0.0036;56.27320099;33.09980011
2857;11;13;0.0207;56.27420044;33.04349899
2858;11;13;0.0414;56.27519989;33.05849838
2859;11;13;0.029699899;56.27569962;32.6427002
2860;11;13;0.0297;56.28900146;32.97650146
2861;11;13;0.0153;56.29040146;32.9836998
2862;11;13;0.0603;56.29290009;32.97900009
2863;11;13;0.00385091;56.29290009;32.97299957
2864;11;13;0.053009;56.29449844;32.97449875
2865;11;13;0.0045;56.29880142;33.54430008
2866;11;13;0.0153;56.29980087;33.54539871
2867;11;13;0.078299999;56.30239868;33.68939972
2868;11;13;0.00270001;56.30070114;33.54000092
2869;11;13;0.0117;56.30160141;33.54040146
2870;11;13;0.00540001;56.30160141;33.67710114
2871;11;13;0.0036;56.30260086;33.67599869
2872;11;13;0.0134587;56.30329895;33.66230011
2873;11;13;0.072899997;56.30739975;33.66239929
2874;11;13;0.0189;56.30720139;33.67850113
2875;11;13;0.187199995;56.3117981;33.69369888
2876;11;13;0.055799998;56.30889893;33.51819992
2877;11;13;0.00867431;56.3105011;32.62689972
2878;11;13;0.1215;56.31200027;33.51380157
2879;11;13;0.0135;56.31129837;33.68080139
2880;11;13;0.00242621;56.31290054;32.62009811
2881;11;13;0.023399999;56.31370163;32.62139893
2882;11;13;0.017100001;56.3144989;32.63000107
2883;11;13;0.0099;56.31489944;33.68330002
2884;11;13;0.0144;56.31570053;32.61830139
2885;11;13;0.0027;56.31620026;32.61560059
2886;11;13;0.098999999;56.31909943;32.61529922
2887;11;13;0.0168509;56.31710052;33.70809937
2888;11;13;0.00990001;56.31750107;32.62120056
2889;11;13;0.00270001;56.31729889;33.70560074
2890;11;13;0.00990001;56.31790161;33.51610184
2891;11;13;0.0045;56.31809998;32.62820053
2892;11;13;0.0126;56.31880188;32.62020111
2893;11;13;0.0198;56.31890106;33.50910187
2894;11;13;0.0072;56.31949997;33.12879944
2895;11;13;0.064800002;56.32170105;33.12239838
2896;11;13;0.00450001;56.32080078;33.69599915
2897;11;13;0.054000001;56.32229996;33.70259857
2898;11;13;0.00562857;56.32139969;33.70629883
2899;11;13;0.0027;56.32160187;33.12689972
2900;11;13;0.00900002;56.32260132;32.62279892
2901;11;13;0.084600002;56.32440186;33.69720078
2902;11;13;0.123300001;56.32450104;32.62860107
2903;11;13;0.00719998;56.32419968;33.70209885
2904;11;13;0.061200101;56.32740021;32.59479904
2905;11;13;0.0054;56.32600021;33.70240021
2906;11;13;0.034200002;56.32709885;33.51459885
2907;11;13;0.0126;56.32780075;32.62379837
2908;11;13;0.0126;56.33089828;33.13299942
2909;11;13;0.023423599;56.33810043;33.60839844
2910;11;13;0.00540001;56.34059906;33.13370132
2911;11;13;0.00630001;56.34080124;33.50360107
2912;11;13;0.0027;56.34149933;33.50569916
2913;11;13;0.0099;56.34230042;33.50279999
2914;11;13;0.0116973;56.34270096;33.59429932
2915;11;13;0.038699999;56.34370041;33.49739838
2916;11;13;0.0152792;56.34410095;33.63869858
2917;11;13;0.00260614;56.3443985;33.6106987
2918;11;13;0.00809999;56.34560013;33.10390091
2919;11;13;0.00269999;56.34540176;33.10039902
2920;11;13;0.075599998;56.34840012;33.10760117
2921;11;13;0.0153;56.34780121;33.60150146
2922;11;13;0.058499999;56.34980011;33.63299942
2923;11;13;0.017999999;56.34840012;33.60860062
2924;11;13;0.033147302;56.35749817;33.65190125
2925;11;13;0.0081;56.35720062;33.64089966
2926;11;13;0.00359999;56.35820007;33.6493988
2927;11;13;0.0045;56.35900116;33.64810181
2928;11;13;0.033300001;56.36029816;33.65710068
2929;11;13;0.00989999;56.36270142;33.64849854
2930;11;13;0.00449999;56.36449814;33.5469017
2931;11;13;0.030508;56.37039948;33.58760071
2932;11;13;0.00360001;56.37250137;33.52590179
2933;11;13;0.0036;56.37310028;33.58050156
2934;11;13;0.017100001;56.37409973;33.5279007
2935;11;13;0.037799999;56.37760162;33.34540176
2936;11;13;0.017100001;56.37739944;33.36019897
2937;11;13;0.00359999;56.37689972;33.34820175
2938;11;13;0.0036;56.37680054;33.34989929
2939;11;13;0.00359999;56.37749863;33.34859848
2940;11;13;0.017999999;56.37860107;33.34260178
2941;11;13;0.0036;56.37879944;33.35979843
2942;11;13;0.202050999;56.38280106;33.13629913
2943;11;13;0.0108;56.38000107;33.35559845
2944;11;13;0.00810001;56.38069916;33.58869934
2945;11;13;0.00449999;56.38339996;33.58950043
2946;11;13;0.042300001;56.38420105;33.57649994
2947;11;13;0.009;56.38460159;33.58029938
2948;11;13;0.0144;56.38700104;33.58089828
2949;11;13;0.0117;56.38729858;33.14189911
2950;11;13;0.0027;56.38729858;33.14030075
2951;11;13;0.105249003;56.39160156;33.58570099
2952;11;13;0.143999994;56.39179993;33.15909958
2953;11;13;0.00359999;56.39369965;33.15940094
2954;11;13;0.0198;56.39419937;33.16360092
2955;11;13;0.0063;56.40069962;33.15159988
2956;11;13;0.0126;56.40240097;33.15719986
2957;11;13;0.0306;56.4178009;33.69729996
2958;11;13;0.037799999;56.42979813;33.6692009
2959;11;13;0.0162;56.43289948;33.66460037
2960;11;13;0.118799999;56.43470001;33.67350006
2961;11;13;0.0081;56.43479919;33.68259811
2962;11;13;0.0027;56.43569946;33.67570114
2963;11;13;0.071999997;56.43809891;33.6678009
2964;11;13;0.017100001;56.43880081;33.68669891
2965;11;13;0.0036;56.4396019;33.69889832
2966;11;13;0.00270001;56.44020081;33.69660187
2967;11;13;0.0027;56.44049835;33.69940186
2968;11;13;0.009;56.44350052;33.73509979
2969;11;13;0.0162;56.4435997;33.74869919
2970;11;13;0.00990001;56.44419861;33.68809891
2971;11;13;0.038699999;56.44609833;33.69599915
2972;11;13;0.00450001;56.44900131;33.72570038
2973;11;13;0.0108;56.45100021;33.7254982
2974;11;13;0.0027;56.45389938;33.72880173
2975;11;13;0.0135;56.48910141;33.6678009
2976;11;13;0.0027;56.49599838;33.66960144
2977;11;13;0.0144;56.50260162;33.66080093
2978;11;13;0.095298603;56.5060997;33.67599869
2979;11;13;0.0027;56.50699997;33.66230011
2980;11;13;0.0153;56.50780106;33.67029953
2981;11;13;0.0513;56.53630066;33.72639847
2982;11;13;0.00449999;56.53839874;33.72790146
2983;11;13;0.00810001;56.54000092;33.72600174
2984;11;13;0.0243;56.54100037;33.72900009
2985;12;13;0.0054;56.34889984;32.89410019
2986;12;13;0.0054;56.34939957;32.89279938
2987;12;13;0.0198;56.35240173;32.88560104
2988;12;13;0.056699999;56.35480118;32.89009857
2989;12;13;0.054900002;56.3669014;32.86009979
2990;12;13;0.068400003;56.36949921;32.85559845
2991;12;13;0.0027;56.3716011;32.85900116
2992;12;13;0.048599999;56.3730011;32.85549927
2993;12;13;0.081;56.38639832;32.83269882
2994;12;13;0.0414;56.38800049;32.82509995
2995;12;13;0.0396;56.39099884;32.82130051
2996;12;13;0.00269999;56.3905983;32.83309937
2997;12;13;0.0027;56.39170074;31.3234005
2998;12;13;0.0036;56.39229965;32.82799911
2999;12;13;0.021600001;56.39350128;31.3246994
3000;12;13;0.0036;56.39300156;32.82709885
3001;12;13;0.085120603;56.39619827;32.32529831
3002;12;13;0.071600698;56.3987999;32.27529907
3003;12;13;0.0106979;56.39690018;32.82550049
3004;12;13;0.0108;56.40209961;31.31870079
3005;12;13;0.0072;56.40219879;31.49419975
3006;12;13;0.016028499;56.40269852;31.50589943
3007;12;13;0.0251431;56.40309906;32.27230072
3008;12;13;0.0054;56.40269852;31.50279999
3009;12;13;0.00520473;56.40510178;31.50849915
3010;12;13;0.0396;56.4054985;31.49220085
3011;12;13;0.0144;56.40579987;31.49860001
3012;12;13;0.0108;56.40599823;31.50289917
3013;12;13;0.0135;56.40650177;31.31399918
3014;12;13;0.0228533;56.40739822;31.48839951
3015;12;13;0.024686901;56.40769958;32.27489853
3016;12;13;0.0027;56.4068985;31.48970032
3017;12;13;0.0126;56.40769958;31.31690025
3018;12;13;0.0027;56.40710068;31.31769943
3019;12;13;0.0081;56.40800095;31.47890091
3020;12;13;0.00810001;56.40790176;31.31450081
3021;12;13;0.00269999;56.40969849;31.50650024
3022;12;13;0.00904807;56.41070175;31.45339966
3023;12;13;0.00570891;56.41239929;31.48859978
3024;12;13;0.00900005;56.41339874;31.32519913
3025;12;13;0.00358627;56.41360092;31.45730019
3026;12;13;0.0027;56.41379929;31.46800041
3027;12;13;0.0126;56.41410065;31.47890091
3028;12;13;0.0135;56.41550064;31.46759987
3029;12;13;0.00269999;56.41500092;31.47030067
3030;12;13;0.00232273;56.41579819;32.01330185
3031;12;13;0.00359999;56.41600037;31.47450066
3032;12;13;0.074699998;56.41999817;32.09600067
3033;12;13;0.027000001;56.42089844;32.01940155
3034;12;13;0.00269999;56.4233017;32.02949905
3035;12;13;0.0396;56.42419815;31.81069946
3036;12;13;0.00540001;56.42350006;32.84460068
3037;12;13;0.027899999;56.42440033;32.09270096
3038;12;13;0.00539999;56.42549896;32.28680038
3039;12;13;0.023399999;56.42660141;31.81299973
3040;12;13;0.0054;56.42770004;32.0965004
3041;12;13;0.0297;56.42850113;31.82509995
3042;12;13;0.00269999;56.42869949;31.86050034
3043;12;13;0.009;56.42919922;31.82080078
3044;12;13;0.0279001;56.43059921;32.03760147
3045;12;13;0.0027;56.43000031;32.04029846
3046;12;13;0.022500001;56.43069839;32.84889984
3047;12;13;0.00295843;56.43080139;32.23759842
3048;12;13;0.0207;56.43130112;32.04000092
3049;12;13;0.022500001;56.43199921;32.23529816
3050;12;13;0.00269999;56.43159866;32.09389877
3051;12;13;0.078552902;56.4333992;32.31480026
3052;12;13;0.0054;56.43299866;31.85149956
3053;12;13;0.0162;56.43389893;32.23469925
3054;12;13;0.0117;56.43420029;31.52770042
3055;12;13;0.00810001;56.43420029;31.84790039
3056;12;13;0.00989999;56.43460083;31.53440094
3057;12;13;0.0261;56.43600082;32.09069824
3058;12;13;0.0126;56.43510056;31.84989929
3059;12;13;0.0045;56.43519974;32.09489822
3060;12;13;0.0198;56.43579865;32.20449829
3061;12;13;0.127800003;56.43830109;31.53160095
3062;12;13;0.017999999;56.43590164;32.21509933
3063;12;13;0.0189;56.43659973;32.2256012
3064;12;13;0.077400103;56.43709946;32.20909882
3065;12;13;0.0162;56.43629837;32.83390045
3066;12;13;0.00899999;56.43640137;32.0945015
3067;12;13;0.0135;56.43669891;32.28749847
3068;12;13;0.031196101;56.43759918;32.82929993
3069;12;13;0.00270001;56.4367981;32.01499939
3070;12;13;0.096299998;56.43880081;31.86400032
3071;12;13;0.00450001;56.43730164;32.21429825
3072;12;13;0.00269999;56.4375;32.21620178
3073;12;13;0.0243;56.43830109;32.09249878
3074;12;13;0.00630002;56.43769836;32.06200027
3075;12;13;0.0162;56.43830109;32.27830124
3076;12;13;0.0063;56.4382019;32.08869934
3077;12;13;0.00269999;56.43830109;32.28639984
3078;12;13;0.00644873;56.43849945;32.27270126
3079;12;13;0.0027;56.43840027;32.22249985
3080;12;13;0.0162;56.43899918;32.21319962
3081;12;13;0.00539999;56.43889999;32.44680023
3082;12;13;0.0036;56.43909836;32.03499985
3083;12;13;0.021600001;56.43999863;32.22679901
3084;12;13;0.0027;56.43930054;32.02330017
3085;12;13;0.0153;56.43970108;32.28860092
3086;12;13;0.0207;56.43980026;31.85330009
3087;12;13;0.00360001;56.43930054;32.85810089
3088;12;13;0.0117;56.43980026;32.21770096
3089;12;13;0.0045;56.43980026;32.29219818
3090;12;13;0.071099997;56.44120026;32.03850174
3091;12;13;0.00720001;56.44010162;32.26890182
3092;12;13;0.022500001;56.44100189;32.02009964
3093;12;13;0.0045;56.44029999;32.07860184
3094;12;13;0.00359999;56.44049835;32.46689987
3095;12;13;0.0027;56.44039917;31.53860092
3096;12;13;0.0072;56.44070053;31.85549927
3097;12;13;0.0027;56.44060135;32.05889893
3098;12;13;0.009;56.44120026;32.45429993
3099;12;13;0.035999998;56.44179916;32.2928009
3100;12;13;0.00630002;56.44150162;32.05630112
3101;12;13;0.0036;56.44129944;32.04489899
3102;12;13;0.0054;56.4416008;32.21160126
3103;12;13;0.00989998;56.44189835;32.22389984
3104;12;13;0.045000002;56.44290161;32.00839996
3105;12;13;0.0413999;56.44309998;32.84980011
3106;12;13;0.00589433;56.44200134;32.23669815
3107;12;13;0.0072;56.44219971;31.8553009
3108;12;13;0.0036;56.44219971;32.0326004
3109;12;13;0.00630001;56.44229889;32.09000015
3110;12;13;0.0198;56.44309998;32.03530121
3111;12;13;0.00720001;56.44240189;32.21310043
3112;12;13;0.00539999;56.44229889;32.27629852
3113;12;13;0.0027;56.44229889;32.22819901
3114;12;13;0.032400001;56.44309998;32.2173996
3115;12;13;0.00450002;56.44260025;32.21960068
3116;12;13;0.0135;56.44409943;31.34560013
3117;12;13;0.00810001;56.44329834;32.22389984
3118;12;13;0.0135;56.44340134;31.85099983
3119;12;13;0.0099;56.44340134;32.26309967
3120;12;13;0.0099;56.44369888;32.08980179
3121;12;13;0.065700002;56.44490051;32.03070068
3122;12;13;0.0198;56.44419861;31.53129959
3123;12;13;0.0045;56.44400024;31.53919983
3124;12;13;0.00809998;56.44400024;32.03879929
3125;12;13;0.00270001;56.44409943;31.33939934
3126;12;13;0.0207;56.44499969;32.0929985
3127;12;13;0.00270001;56.44440079;32.22299957
3128;12;13;0.00450002;56.44440079;32.30310059
3129;12;13;0.0081;56.44520187;31.54260063
3130;12;13;0.0252;56.44549942;31.85059929
3131;12;13;0.0027;56.44509888;31.52930069
3132;12;13;0.0027;56.44520187;32.20709991
3133;12;13;0.0027;56.44530106;32.09680176
3134;12;13;0.075599998;56.44670105;32.30390167
3135;12;13;0.00449999;56.4457016;32.21179962
3136;12;13;0.0027;56.44549942;31.54649925
3137;12;13;0.0072;56.44580078;31.54920006
3138;12;13;0.017100001;56.44639969;32.08190155
3139;12;13;0.0162;56.44649887;31.55809975
3140;12;13;0.0045;56.44639969;31.54610062
3141;12;13;0.017100001;56.44680023;31.53770065
3142;12;13;0.0063;56.44680023;31.85370064
3143;12;13;0.00209516;56.44680023;31.83790016
3144;12;13;0.034200002;56.4477005;32.21789932
3145;12;13;0.0036;56.44749832;31.85129929
3146;12;13;0.00719999;56.44779968;32.27080154
3147;12;13;0.00989999;56.44810104;32.26699829
3148;12;13;0.009;56.44800186;32.26290131
3149;12;13;0.00450001;56.44820023;32.43249893
3150;12;13;0.0288;56.44919968;32.45629883
3151;12;13;0.0081;56.44889832;32.84780121
3152;12;13;0.00270001;56.44910049;32.21870041
3153;12;13;0.0027;56.44910049;32.30680084
3154;12;13;0.0243;56.45040131;32.30820084
3155;12;13;0.0027;56.45009995;32.21110153
3156;12;13;0.0099;56.45050049;32.25859833
3157;12;13;0.0036;56.45040131;32.43099976
3158;12;13;0.0045;56.45119858;32.07960129
3159;12;13;0.0801;56.45299911;32.09140015
3160;12;13;0.0036;56.45159912;32.21099854
3161;12;13;0.0045;56.45199966;32.44540024
3162;12;13;0.0603;56.45339966;32.17630005
3163;12;13;0.0045;56.45259857;32.46519852
3164;12;13;0.0036;56.45259857;32.43989944
3165;12;13;0.0072;56.45299911;32.30770111
3166;12;13;0.052200001;56.45410156;32.33330154
3167;12;13;0.0036;56.45299911;32.08060074
3168;12;13;0.0054;56.45330048;32.24679947
3169;12;13;0.0027;56.45339966;32.27859879
3170;12;13;0.00449999;56.45339966;32.45940018
3171;12;13;0.00359999;56.45370102;32.25759888
3172;12;13;0.034200002;56.45500183;32.26330185
3173;12;13;0.0027;56.45370102;32.05080032
3174;12;13;0.0054;56.45410156;32.07389832
3175;12;13;0.00270001;56.4538002;32.45610046
3176;12;13;0.148499995;56.45629883;31.98119926
3177;12;13;0.128700003;56.457901;32.07400131
3178;12;13;0.00270001;56.45539856;32.27830124
3179;12;13;0.0027;56.45560074;32.02249908
3180;12;13;0.098999999;56.45700073;32.17860031
3181;12;13;0.0054;56.45600128;32.25989914
3182;12;13;0.00899998;56.45619965;32.2779007
3183;12;13;0.0081;56.45640182;32.08560181
3184;12;13;0.0027;56.45660019;32.07789993
3185;12;13;0.00540002;56.45700073;32.09059906
3186;12;13;0.022500001;56.45780182;32.08169937
3187;12;13;0.00720001;56.45740128;32.42770004
3188;12;13;0.0162;56.45769882;32.33769989
3189;12;13;0.135900006;56.45999908;32.32989883
3190;12;13;0.00270001;56.45780182;32.19029999
3191;12;13;0.0031166;56.457901;32.27899933
3192;12;13;0.00720001;56.45830154;31.53969955
3193;12;13;0.0108;56.45899963;32.42910004
3194;12;13;0.009;56.45920181;32.33769989
3195;12;13;0.00359999;56.45909882;32.08330154
3196;12;13;0.0189;56.45959854;32.09560013
3197;12;13;0.216000006;56.46149826;31.98819923
3198;12;13;0.0198;56.4598999;31.97509956
3199;12;13;0.0036;56.45949936;32.27339935
3200;12;13;0.42750001;56.46530151;32.1733017
3201;12;13;0.00270001;56.45980072;32.17950058
3202;12;13;0.00539999;56.46049881;32.1794014
3203;12;13;0.023399999;56.46110153;32.07149887
3204;12;13;0.00450001;56.46070099;32.27750015
3205;12;13;0.00360001;56.46080017;32.06549835
3206;12;13;0.0036;56.46139908;32.80250168
3207;12;13;0.00270001;56.46120071;32.1875
3208;12;13;0.181799993;56.46429825;32.45769882
3209;12;13;0.0027;56.46160126;32.47359848
3210;12;13;0.00359999;56.46220016;32.47190094
3211;12;13;0.0189;56.46289825;32.18420029
3212;12;13;0.017100001;56.46289825;32.80210114
3213;12;13;0.1215;56.46490097;32.07139969
3214;12;13;0.0108;56.46340179;31.96419907
3215;12;13;0.00450001;56.46319962;32.47769928
3216;12;13;0.029969299;56.46440125;32.16460037
3217;12;13;0.00270001;56.46340179;32.08720016
3218;12;13;0.0207;56.4640007;32.2663002
3219;12;13;0.0045;56.46369934;32.09130096
3220;12;13;0.0027;56.46379852;32.2696991
3221;12;13;1.128600001;56.47000122;32.47890091
3222;12;13;0.0027;56.46419907;32.83209991
3223;12;13;0.0054;56.46500015;32.08459854
3224;12;13;0.00270001;56.46530151;32.0318985
3225;12;13;0.0027;56.46559906;32.0298996
3226;12;13;0.00360001;56.46569824;32.80070114
3227;12;13;0.00270001;56.46559906;32.02629852
3228;12;13;0.036854699;56.46789932;32.27159882
3229;12;13;0.00720001;56.46760178;32.79520035
3230;12;13;0.0108;56.4681015;32.26119995
3231;12;13;0.0126;56.46839905;32.07540131
3232;12;13;0.0243;56.46960068;32.6772995
3233;12;13;0.00630001;56.46860123;32.07170105
3234;12;13;0.0117;56.46879959;32.17890167
3235;12;13;0.0261;56.4693985;32.1896019
3236;12;13;0.00270001;56.46989822;32.08620071
3237;12;13;0.00812373;56.4701004;32.20759964
3238;12;13;0.0180001;56.47180176;32.08420181
3239;12;13;0.0036;56.47180176;32.06219864
3240;12;13;0.0036;56.47200012;32.65280151
3241;12;13;0.0054;56.4720993;31.96559906
3242;12;13;0.0027;56.47259903;32.09140015
3243;12;13;0.00270001;56.47320175;32.63420105
